image_path,xmin,ymin,xmax,ymax,label
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,327,294,359,312,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,376,263,407,289,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,416,239,446,265,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,455,281,473,316,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,538,88,557,120,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,721,135,755,151,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,673,40,702,73,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,714,40,747,72,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,871,74,891,104,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,879,133,896,168,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,666,1,699,29,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,910,148,926,180,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,855,193,890,222,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,824,222,859,249,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,966,304,1007,332,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1065,307,1095,324,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1063,207,1101,226,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1099,234,1134,260,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1156,225,1192,255,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1111,451,1149,467,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1194,448,1230,464,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1111,477,1151,492,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1158,473,1193,489,car
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1099,498,1138,514,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,816,6,836,28,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,865,19,887,45,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,22,634,44,664,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,539,45,568,73,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,646,700,682,719,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,743,659,770,711,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,0,663,64,720,2
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,866,0,891,30,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,843,6,862,38,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,852,249,878,269,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,735,451,761,490,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,381,666,425,698,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,545,54,569,81,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,178,319,218,347,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,473,593,512,620,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,281,503,324,538,car
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,631,176,664,202,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,311,419,349,443,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,618,558,642,582,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,660,606,688,643,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,702,696,726,720,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,676,637,707,693,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,252,359,291,382,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,763,262,793,287,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,644,578,669,601,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,612,548,637,571,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,790,393,814,422,car
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,597,502,632,529,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,621,559,651,588,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,576,231,615,251,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,653,492,696,531,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,656,595,680,628,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1022,270,1070,304,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,699,674,725,703,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,529,63,561,104,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,4,368,46,394,car
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,947,291,968,318,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,548,585,567,605,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,605,431,615,457,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,714,576,733,594,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,704,577,728,595,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,450,116,460,150,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,558,584,577,602,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,699,578,717,595,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,807,662,822,711,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,472,588,493,603,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,409,240,425,254,car
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,207,408,218,446,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,477,300,501,321,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,75,337,106,358,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,528,259,564,284,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,301,342,336,365,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,429,407,450,427,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,762,262,789,283,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,536,252,575,277,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,641,573,666,598,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,842,235,881,257,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,661,501,696,530,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,677,605,712,645,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,404,440,432,459,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,95,375,121,395,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,807,353,849,392,car
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,585,502,615,523,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,528,67,575,135,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,875,310,934,343,2
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,63,375,101,400,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,732,229,761,248,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,639,577,663,604,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,696,673,724,713,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1255,241,1280,270,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,672,619,693,654,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,868,324,897,349,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,761,262,785,284,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,314,421,393,456,2
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,860,317,909,352,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,745,234,778,250,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,534,309,560,333,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,339,383,374,402,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,483,16,528,60,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1083,263,1119,288,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,208,346,242,364,car
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,822,337,856,369,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,480,239,511,267,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,96,318,130,333,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,291,304,324,319,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,96,360,137,375,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,187,361,222,376,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,294,358,328,373,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,305,330,346,346,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,421,313,454,336,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,35,481,66,495,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,138,482,171,496,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,264,506,304,525,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,320,488,351,507,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,476,499,499,533,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,509,498,527,531,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,687,528,720,543,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,490,608,519,643,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,537,600,557,633,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,551,663,569,697,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,578,197,620,228,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,656,143,689,159,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,661,101,703,123,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,669,30,697,63,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,693,18,724,50,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,889,76,906,112,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,917,85,934,117,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,793,203,823,230,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1029,328,1065,349,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1049,302,1082,322,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1114,479,1151,494,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1179,476,1211,492,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1252,451,1280,467,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1063,211,1101,226,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1100,237,1133,261,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1158,229,1192,258,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,378,264,408,285,car
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,410,290,438,310,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,436,371,462,389,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,357,346,385,368,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,345,348,376,369,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,762,263,792,287,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1138,264,1164,289,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,693,668,718,706,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,628,566,657,595,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,219,382,241,411,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,661,613,688,648,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,516,497,546,520,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,758,439,777,469,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,657,241,700,264,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,652,489,683,515,car
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,183,352,218,371,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1085,701,1128,741,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1717,1,1760,34,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,947,561,1005,601,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,823,540,869,577,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,630,663,678,701,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,848,326,880,367,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,912,351,948,402,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,712,100,747,136,car
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,849,220,887,267,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,227,454,256,472,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,153,492,191,515,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,723,467,766,509,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,563,623,611,652,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,782,516,804,555,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,58,508,84,527,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,58,463,89,491,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,368,205,407,235,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,315,326,336,368,car
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,547,140,588,167,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,111,333,132,357,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,678,625,699,658,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,667,228,701,271,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,653,587,673,613,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,852,326,888,360,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,559,514,591,539,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,368,440,412,467,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,782,326,809,373,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,271,354,302,371,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,473,356,505,380,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,826,334,861,374,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,559,293,586,316,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,476,472,510,496,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,172,361,210,379,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,696,659,722,693,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1033,274,1061,294,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,929,292,972,325,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1157,249,1194,280,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,866,321,898,351,car
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,679,237,731,285,car
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,214,449,228,463,car
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,673,680,688,714,car
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,555,577,576,597,car
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,695,574,718,592,car
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,442,679,455,713,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,1116,235,1147,251,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,438,349,470,371,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,507,315,531,352,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,536,79,564,115,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,223,402,256,423,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,591,537,634,568,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,651,589,677,626,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,762,262,789,284,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,693,269,729,293,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,533,495,565,517,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,993,283,1021,306,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,675,218,716,241,car
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,74,332,153,366,2
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,960,214,979,235,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,732,442,760,471,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,7,675,105,720,2
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,721,447,758,481,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,346,489,396,525,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,443,537,479,561,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,919,216,953,243,car
valparaiso_frame1080_jpg.rf.mO1vglgMzU4VTNq2gUMB.jpg,615,539,652,569,car
swindon_frame1260_jpg.rf.y8cIMeLDWgODRIMobrPE.jpg,640,476,650,502,car
swindon_frame1260_jpg.rf.y8cIMeLDWgODRIMobrPE.jpg,796,561,811,580,car
swindon_frame1260_jpg.rf.y8cIMeLDWgODRIMobrPE.jpg,808,654,826,710,car
swindon_frame1260_jpg.rf.y8cIMeLDWgODRIMobrPE.jpg,702,580,720,594,car
