filename,width,height,class,xmin,ymin,xmax,ymax
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,534,309,560,333
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,339,383,374,402
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,483,16,528,60
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,1083,263,1119,288
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,208,346,242,364
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,822,337,856,369
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,480,239,511,267
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,96,318,130,333
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,291,304,324,319
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,96,360,137,375
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,187,361,222,376
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,294,358,328,373
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,305,330,346,346
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,421,313,454,336
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,35,481,66,495
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,138,482,171,496
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,264,506,304,525
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,320,488,351,507
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,476,499,499,533
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,509,498,527,531
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,687,528,720,543
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,490,608,519,643
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,537,600,557,633
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,551,663,569,697
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,578,197,620,228
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,656,143,689,159
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,661,101,703,123
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,669,30,697,63
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,693,18,724,50
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,889,76,906,112
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,917,85,934,117
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,793,203,823,230
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1029,328,1065,349
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1049,302,1082,322
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1114,479,1151,494
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1179,476,1211,492
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1252,451,1280,467
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1063,211,1101,226
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1100,237,1133,261
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,1158,229,1192,258
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,378,264,408,285
brookhill_frame900_jpg.rf.H2nvoM9y1jUhOeUc0Sn0.jpg,1280,720,car,410,290,438,310
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,436,371,462,389
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,357,346,385,368
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,345,348,376,369
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,762,263,792,287
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,1138,264,1164,289
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,693,668,718,706
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,628,566,657,595
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,219,382,241,411
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,661,613,688,648
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,516,497,546,520
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,758,439,777,469
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,657,241,700,264
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,652,489,683,515
traffic_frame14550_jpg.rf.HYCg7SBQGtdmGZ475g3R.jpg,1280,720,car,183,352,218,371
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,1085,701,1128,741
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,1717,1,1760,34
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,947,561,1005,601
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,823,540,869,577
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,630,663,678,701
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,848,326,880,367
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,912,351,948,402
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,712,100,747,136
gmaps011_jpg.rf.HqOLIfKOZE6uRKeZpEFb.jpg,1760,1068,car,849,220,887,267
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,227,454,256,472
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,153,492,191,515
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,723,467,766,509
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,563,623,611,652
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,782,516,804,555
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,58,508,84,527
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,58,463,89,491
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,368,205,407,235
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,315,326,336,368
valparaiso_frame3150_jpg.rf.HowNRrIl9Ny6HwAcOaCd.jpg,980,720,car,547,140,588,167
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,111,333,132,357
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,678,625,699,658
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,667,228,701,271
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,653,587,673,613
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,852,326,888,360
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,559,514,591,539
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,368,440,412,467
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,782,326,809,373
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,271,354,302,371
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,473,356,505,380
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,826,334,861,374
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,559,293,586,316
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,476,472,510,496
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,172,361,210,379
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,696,659,722,693
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,1033,274,1061,294
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,929,292,972,325
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,1157,249,1194,280
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,866,321,898,351
traffic_frame8700_jpg.rf.Ef0ULAgc4ckYXaLAKvi1.jpg,1280,720,car,679,237,731,285
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,980,720,car,214,449,228,463
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,980,720,car,673,680,688,714
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,980,720,car,555,577,576,597
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,980,720,car,695,574,718,592
swindon_frame420_jpg.rf.yHsjOB3SXcavvF4kRb2L.jpg,980,720,car,442,679,455,713
traffic_frame16050_jpg.rf.Hx1yqealeBGWpFJY0NqQ.jpg,1280,720,car,1116,235,1147,251
